text,department,intent
sick of this street lights totally dead pitch black in kalyan east do your goddamn job ??,electricity,complaint
someone come quick gas leakage smelling heavily at mg road kuch karo bhagwan ke liye,disaster_management,emergency
🚨 massive fire outbreak near transformer near dadar station bachao,disaster_management,emergency
help! sparking transformer se aag lagri ward 15 ambulance need urjent,electricity,emergency
@PMCPune I need info on renew my commercial trade license any direct link? anyone?,revenue,query
"dear sir, application submitted for choked sewage tank machine cleaning ward 10 paying heavy taxes for this",sewerage,service_request
Please tell application number 8902 is pending since 3 weeks plz reply @corporator,electricity,status_check
Question: How to contact the local ward officer or corporator ?,revenue,query
Reporting total failure of gutter floating on streets pure sewage right outside my house door wtf administration,sewerage,complaint
@bmc reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil at mg road signal we are paying taxes for what?,roads,complaint
Status of reference ID BMC-1929 is abhi tak solve nahi kiya why delay?,revenue,status_check
track complaint id 8902 is abhi tak solve nahi kiya plz help,water_supply,status_check
@mayor kyahai yeh mcd kachra gaadi hasn't come for a week entire ward 4 plz fix immediately ??,solid_waste,complaint
Please arrange malba and construction debris lifting from pavement in my society kripya dhyan de,solid_waste,service_request
urgent: current lag raha hai nange taar se at mg road do something quick,electricity,emergency
Complaint regarding paani ki main pipe toot gayi hai drinking water leaks all over this garbage city bmc is totally blind,water_supply,complaint
Question: info needed urgently: which department handles potholes plz. ??,roads,query
pls send team fast chhat gir gayi log dab gaye at mg road kuch karo bhagwan ke liye,disaster_management,emergency
How to property tax penalty due date website link dena? anyone?,revenue,query
hey bmc kaha se apply for death certificate duplicate urgent question!!,health,query
"dear sir/madam, where can i property tax penalty due date ? fast reply needed",revenue,query
severe flooding water entering living room right here jaldi aao pls !!!,disaster_management,emergency
🚨 gas leakage smelling heavily at mg road ambulance need urjent,disaster_management,emergency
kya hua service request sr- 992a is abhi tak solve nahi kiya please reply @corporator,revenue,status_check
@bmc sick of this street lights totally dead pitch black at mg road signal wtf administration,electricity,complaint
mera complaint no req-012 is no reply from officials plz help !!!,roads,status_check
hello plz provide tree pruning and heavy branch cutting here plz.,parks,service_request
Please provide choked sewage tank machine cleaning nagar jaldi bhejo team pls,sewerage,service_request
I need info on property tax penalty due date please. fast reply needed,revenue,query
"dear sir/madam, where can i apply for death certificate duplicate help desk number? anyone?",health,query
What is happening with service request SR- BMC-1929 is dikha raha hai open but nobody working solve this asapp !!!,electricity,status_check
Every single day same painful issue: Horrible infra kachra gaadi hasn't come for a week in entire IT sector we are paying taxes for what? ??,solid_waste,complaint
every single day same painful issue: reporting total failure of street lights totally dead pitch black right outside my house door we are paying taxes for what?,electricity,complaint
every single day same painful issue: reporting total failure of illegal massive encroachment on footpaths at mg road signal solve it officially !!!,revenue,complaint
plz provide malba and construction debris lifting from pavement near public park jaldi bhejo team pls !!!,solid_waste,service_request
plz sir status of service request SR- BMC-1929 is nobody from bmc came why delay? !!! ??,revenue,status_check
live high tension wire snapped and fell immediately save us!!,electricity,emergency
sparking transformer se aag lagri immediately do something quick !!!,electricity,emergency
someone come quick huge rabid dog attacked kids at our residential society send fire brigade fast !!!,health,emergency
huge banyan tree fell on main rod near dadar station save us!!,disaster_management,emergency
help! huge rabid dog attacked kids right now!! kuch karo bhagwan ke liye,health,emergency
@corporator Arrange daily road sweeping service here very urgent request.,solid_waste,service_request
"listen here, disgusting neglect illegal massive encroachment on footpaths at mg road signal kuch toh sharam karo bmc",revenue,complaint
Hey bmc Can someone tell me contact the local ward officer or corporator plz. thanks ??,revenue,query
URGENT: flyover bridge cracking and sinking right here send fire brigade fast !!!,roads,emergency
"dear sir/madam, info needed urgently: contact the local ward officer or corporator any direct link?",revenue,query
hello we need malba and construction debris lifting from pavement in my society paying heavy taxes for this !!!,solid_waste,service_request
info needed urgently: get a birth certificate registration done website link dena? thanks,health,query
@corporator I am formally applying for mosquito fogging in entire residential society near public park kindly do it. !!!,health,service_request
@mayor I am extremely angry huge crater potholes cracking my car suspension right outside my house door do your goddamn job,roads,complaint
to ward officer: plz arrange choked sewage tank machine cleaning main road thanks in advance.,sewerage,service_request
@pmcpune how to pay property tax online without fine help desk number? thanks,revenue,query
"Dear Sir, We need new garbage bins provision for our gully ward 10 thanks in advance.",solid_waste,service_request
update on grievance ticket xxxxx is nobody from bmc came @bmc ??,roads,status_check
CRITICAL aag lag gayi hai 3rd floor mein right here ambulance need urjent,disaster_management,emergency
pls send team fast building collapsed completely malba everywhere at our residential society bachao,disaster_management,emergency
"dear sir, i am formally applying for pest control chemical spraying ward 10 very urgent request. ??",health,service_request
Immediate action needed gas leakage smelling heavily near dadar station do something quick,disaster_management,emergency
🚨 live high tension wire snapped and fell right now!! danger alert!,electricity,emergency
complaint regarding huge crater potholes cracking my car suspension in kalyan east kuch toh sharam karo bmc !!! ??,roads,complaint
Help! huge rabid dog attacked kids immediately jaldi aao pls,health,emergency
hello request for pest control chemical spraying here very urgent request. ??,health,service_request
"dear sir/madam, info needed urgently: check ward map zoning restrictions ? anyone?",revenue,query
I am formally applying for new garbage bins provision for our gully at laut gate paying heavy taxes for this ??,solid_waste,service_request
require drinking water tanker delivery ward 10 jaldi bhejo team pls,water_supply,service_request
kaha se find garbage truck daily timing plz. thanks,solid_waste,query
mera application number 8902 is waiting for 1 month straight why delay?,revenue,status_check
"dear sir/madam, info needed urgently: calculate fsi floor space index for plot kidhar milega form? fast reply needed ??",revenue,query
hey bmc i need info on property tax penalty due date kidhar milega form? !!!,revenue,query
kya hua complaint no 45928 is pending since 3 weeks frustrated citizen !!!,parks,status_check
kya hua complaint no 45928 is nobody from bmc came solve this asapp,solid_waste,status_check
status of service request sr- req-012 is stuck in processing department kuch karo iska !!! ??,revenue,status_check
request for pest control chemical spraying in sector 5 jaldi bhejo team pls,health,service_request
status of application number 8902 is not resolved yet on portal @bmc,electricity,status_check
hey bmc info needed urgently: apply for death certificate duplicate please. thanks,health,query
help! building collapsed completely malba everywhere in bandra send fire brigade fast,disaster_management,emergency
question: what is the procedure to calculate fsi floor space index for plot ? thanks,revenue,query
Question: How to pay property tax online without fine help desk number? anyone?,revenue,query
hey bmc info needed urgently: which department handles potholes ? fast reply needed,roads,query
"listen here, reporting total failure of gutter floating on streets pure sewage right outside my house door shameful reality",sewerage,complaint
i am extremely angry drainage clogged dirty smelly wter covering rod right outside my house door we are paying taxes for what?,sewerage,complaint
@corporator plz provide malba and construction debris lifting from pavement at laut gate kindly do it. ??,solid_waste,service_request
bhai building collapsed completely malba everywhere right now!! ambulance need urjent !!!,disaster_management,emergency
status of service request sr- 45928 is abhi tak solve nahi kiya kab hoga finally?,roads,status_check
@corporator plz arrange new garbage bins provision for our gully at laut gate jaldi bhejo team pls,solid_waste,service_request
Sick of this sadak pe itne gaddhe hai gaadi chalana muskil in kalyan east bmc is totally blind,roads,complaint
complaint regarding gutter floating on streets pure sewage all over this garbage city bmc is totally blind !!!,sewerage,complaint
Hey bmc kaise kare contact the local ward officer or corporator help desk number? fast reply needed,revenue,query
kya hua service request sr- 8902 is waiting for 1 month straight plz reply @corporator !!!,roads,status_check
Please arrange tree pruning and heavy branch cutting immediately kindly do it.,parks,service_request
bhai severe flooding water entering living room right now!! do something quick ??,disaster_management,emergency
@mayor disgusting neglect garbge dump overflowing smelling like hell in entire it sector wtf administration ??,solid_waste,complaint
urgent: sparking transformer se aag lagri at mg road jaldi aao pls,electricity,emergency
@PMCPune How to pay property tax online without fine urgent question!!,revenue,query
critical chhat gir gayi log dab gaye right here save us!!,disaster_management,emergency
"Listen here, I am extremely angry zero water supply since 4 straight days right outside my house door bmc is totally blind",water_supply,complaint
"listen here, sick of this zero wter supply since 4 straight days entire ward 4 bmc is totally blind ??",water_supply,complaint
to ward officer: require dead animal carcass pickup ward 10 kindly do it.,health,service_request
@bmc Sick of this kachra gaadi hasn't come for a week at mg road signal we are paying taxes for what?,solid_waste,complaint
@mayor sick of this kachra gaadi hasn't come for a week all over this garbage city do your goddamn job,solid_waste,complaint
hello kaise kr check ward map zoning restrictions help desk number? anyone?,revenue,query
hey bmc kaise kr find garbage truck daily timing please. fast reply needed !!!,solid_waste,query
mcd plz sparking transformer se aag lagri at mg road send fire brigade fast,electricity,emergency
critical severe flooding water entering living room immediately save us!!,disaster_management,emergency
every single day same painful issue: sick of this garbage dump overflowing smelling like hell in kalyan east bmc is totally blind,solid_waste,complaint
@bmc horrible infra kachra gaadi hasn't come for a week right outside my house door plz fix immediately,solid_waste,complaint
help! sparking transformer se aag lagri right here save us!! !!!,electricity,emergency
can someone tell me apply for death certificate duplicate plz tell bro fast reply needed,health,query
pls send team fast glae mein paani bhar gaya hai log doob rahe near dadar station do something quick !!!,disaster_management,emergency
@corporator Require choked sewage tank machine cleaning near public park paying heavy taxes for this !!!,sewerage,service_request
Every single day same painful issue: Horrible infra street lights totally dead pitch black entire ward 4 wtf administration,electricity,complaint
status of complaint id 992a is pending since 3 weeks plz help,parks,status_check
Please tell application number 992A is abhi tak solve nahi kiya kab hoga finally?,electricity,status_check
Sick of this zero water supply since 4 straight days at mg road signal kuch toh sharam karo bmc,water_supply,complaint
MCD plz current lag raha hai nange taar se in bandra ambulance need urjent,electricity,emergency
hey bmc where can i contact the local ward officer or corporator kidhar milega form? thanks,revenue,query
@mayor horrible infra sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 do ur goddamn job,roads,complaint
to ward officer: please arrange dead animal carcass pickup near public park very urgent request. !!!,health,service_request
Status of complaint no BMC-1929 is abhi tak solve nahi kiya solve this asapp,roads,status_check
what is happening with complaint id 8902 is dikha raha hai open but nobody working kab hoga finally? !!!,revenue,status_check
We need daily road sweeping service immediately kindly do it.,solid_waste,service_request
hey bmc can someone tell me get a birth certificate registration done plz. anyone? ??,health,query
hey bmc info needed urgently: property tax penalty due date plz tell bro anyone? ??,revenue,query
How to get a birth certificate registration done any direct link? !!! ??,health,query
Immediate action needed current lag raha hai nange taar se right here save us!!,electricity,emergency
pls send team fast sparking transformer se aag lagri in bandra jaldi aao pls !!! ??,electricity,emergency
@bmc i am extremely angry street lights totally dead pitch black in entire it sector wtf administration,electricity,complaint
@corporator plz provide choked sewage tank machine cleaning in sector 5 kripya dhyan de,sewerage,service_request
hello request for dead animal carcass pickup in my society thanks in advance. ??,health,service_request
What is happening with service request SR- 45928 is nobody from bmc came @bmc ??,electricity,status_check
critical huge banyan tree fell on main rod at mg rod bachao,disaster_management,emergency
"Dear Sir, Please arrange daily road sweeping service near public park very urgent request. !!!",solid_waste,service_request
"listen here, horrible infra gutter floating on streets pure sewage right outside my house door we are paying taxes for what?",sewerage,complaint
🚨 huge rabid dog attacked kids immediately kuch karo bhagwan ke liye,health,emergency
@mayor kyahai yeh mcd illegal massive encroachment on footpaths right outside my house door we are paying taxes for what?,revenue,complaint
every single day same painful issue: reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil at mg road signal plz fix immediately,roads,complaint
hey bmc can someone tell me find garbage truck daily timing plz tell bro anyone?,solid_waste,query
"Dear Sir/Madam, How to get a birth certificate registration done ? thanks",health,query
@corporator we need choked sewage tank machine cleaning at laut gate jaldi bhejo team pls,sewerage,service_request
Track service request SR- 992A is not resolved yet on portal @bmc !!! ??,sewerage,status_check
glae mein paani bhar gaya hai log doob rahe immediately kuch karo bhagwan ke liye,disaster_management,emergency
@PMCPune info needed urgently: get a birth certificate registration done any direct link? fast reply needed,health,query
massive fire outbreak near transformer ward 15 ambulance need urjent,disaster_management,emergency
@bmc i am extremely angry sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 bmc is totally blind ??,roads,complaint
Hey bmc kaise kare file water tax arrears help desk number? fast reply needed,water_supply,query
urgent: massive fire outbreak near transformer right here send fire brigade fast,disaster_management,emergency
Immediate action needed aag lag gayi hai 3rd floor mein immediately ambulance need urjent,disaster_management,emergency
"listen here, disgusting neglect street lights totally dead pitch black right outside my house door we are paying taxes for what? !!!",electricity,complaint
Hello We need pest control chemical spraying nagar kripya dhyan de !!!,health,service_request
Every single day same painful issue: Worst city management zero water supply since 4 straight days right outside my house door solve it officially,water_supply,complaint
Track grievance ticket XXXXX is nobody from bmc came frustrated citizen,water_supply,status_check
"listen here, i am extremely angry garbage dump overflowing smelling like hell entire ward 4 wtf administration ??",solid_waste,complaint
Question: info needed urgently: get a birth certificate registration done urgent question!! anyone?,health,query
bhai building collapsed completely malba everywhere at our residential society kuch karo bhagwan ke liye !!!,disaster_management,emergency
"Listen here, I am extremely angry illegal massive encroachment on footpaths in entire IT sector shameful reality",revenue,complaint
plz sir status of service request SR- 8902 is nobody from bmc came kuch karo iska,health,status_check
@pmcpune where can i get a birth certificate registration done ? thanks,health,query
Status of grievance ticket 45928 is waiting for 1 month straight kab hoga finally?,health,status_check
@pmcpune kaise kare get a birth certificate registration done website link dena? anyone? !!!,health,query
hello i need info on property tax penalty due date plz tell bro fast reply needed !!!,revenue,query
"listen here, complaint regarding paani ki main pipe toot gayi hai drinking water leaks in kalyan east bmc is totally blind",water_supply,complaint
to ward officer: we need pest control chemical spraying immediately kripya dhyan de ??,health,service_request
"dear sir/madam, info needed urgently: calculate fsi floor space index for plot help desk number? anyone?",revenue,query
i am formally applying for malba and construction debris lifting from pavement at laut gate jaldi bhejo team pls,solid_waste,service_request
To ward officer: I am formally applying for drinking wter tanker delivery near public park kripya dhyan de,water_supply,service_request
Hello Require pest control chemical spraying ward 10 kripya dhyan de,health,service_request
to ward officer: arrange drinking water tanker delivery immediately very urgent request.,water_supply,service_request
Worst city management illegal massive encroachment on footpaths in kalyan east solve it officially,revenue,complaint
@corporator Arrange malba and construction debris lifting from pavement ward 10 kindly do it. !!!,solid_waste,service_request
check complaint id 992a is dikha raha hai open but nobody working why delay? !!!,roads,status_check
fatal accident multiple injured right now!! kuch karo bhagwan ke liye,roads,emergency
I want to know service request SR- 45928 is not resolved yet on portal plz reply @corporator,parks,status_check
where can i get a birth certificate registration done ? anyone?,health,query
CRITICAL huge banyan tree fell on main rod immediately save us!!,disaster_management,emergency
help! flyover bridge cracking and sinking at our residential society danger alert! !!!,roads,emergency
kaise kare renew my commercial trade license plz. anyone?,revenue,query
worst city management paani ki main pipe toot gayi hai drinking wter leaks entire ward 4 we are paying taxes for what? ??,water_supply,complaint
i want to know reference id req-012 is waiting for 1 month straight @bmc,sewerage,status_check
"dear sir/madam, where can i renew my commercial trade license urgent question!! thanks !!!",revenue,query
MCD please fatal accident multiple injured right now!! jaldi aao pls,roads,emergency
"Dear Sir/Madam, How to contact the local ward officer or corporator website link dena?",revenue,query
immediate action needed flyover bridge cracking and sinking near dadar station do something quick,roads,emergency
bhai sparking transformer se aag lagri ward 15 danger alert!,electricity,emergency
Every single day same painful issue: Sick of this huge crater potholes cracking my car suspension entire ward 4 solve it officially,roads,complaint
i want to know grievance ticket xxxxx is abhi tak solve nahi kiya frustrated citizen,electricity,status_check
check application number 45928 is pending since 3 weeks kab hoga finally?,solid_waste,status_check
immediate action needed huge rabid dog attacked kids in bandra danger alert! ??,health,emergency
"listen here, complaint regarding garbge dump overflowing smelling like hell in entire it sector we are paying taxes for what?",solid_waste,complaint
@corporator We need daily rod sweeping service immediately kindly do it. !!!,solid_waste,service_request
hey bmc info needed urgently: renew my commercial trade license plz tell bro,revenue,query
kya hua service request sr- 992a is pending since 3 weeks @bmc ??,revenue,status_check
"Dear Sir/Madam, kaise kare check ward map zoning restrictions urgent question!! anyone? !!! ??",revenue,query
status of service request sr- 8902 is dikha raha hai open but nobody working plz help,roads,status_check
@bmc i am extremely angry paani ki main pipe toot gayi hai drinking water leaks in entire it sector plz fix immediately,water_supply,complaint
immediate action needed aag lag gayi hai 3rd floor mein right now!! do something quick !!!,disaster_management,emergency
Worst city management sadak pe itne gaddhe hai gaadi chalana muskil at mg road signal shameful reality,roads,complaint
bhai severe flooding wter entering living room near dadar station do something quick,disaster_management,emergency
To ward officer: Please arrange new garbage bins provision for our gully in sector 5 kripya dhyan de,solid_waste,service_request
i am formally applying for drinking water tanker delivery in my society very urgent request.,water_supply,service_request
Every single day same painful issue: Horrible infra street lights totally dead pitch black in kalyan east do your goddamn job !!!,electricity,complaint
kya hua complaint no 8902 is dikha raha hai open but nobody working @bmc,sewerage,status_check
Update on grievance ticket BMC-1929 is not resolved yet on portal solve this asapp,sewerage,status_check
@PMCPune info needed urgently: calculate FSI floor space index for plot website link dena? thanks,revenue,query
@mayor Worst city management zero water supply since 4 straight days right outside my house door do your goddamn job,water_supply,complaint
kaise kare renew my commercial trade license urgent question!! fast reply needed,revenue,query
hello how to property tax penalty due date ? anyone?,revenue,query
to ward officer: plz arrange mosquito fogging in entire residential society immediately thanks in advance. !!!,health,service_request
@mayor kyahai yeh mcd sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 plz fix immediately !!!,roads,complaint
immediate action needed chhat gir gayi log dab gaye ward 15 ambulance need urjent,disaster_management,emergency
status of grievance ticket bmc-1929 is dikha raha hai open but nobody working please reply @corporator,electricity,status_check
reporting total failure of kachra gaadi hasn't come for a week entire ward 4 solve it officially !!! ??,solid_waste,complaint
can someone tell me file wter tax arrears any direct link? thanks,water_supply,query
"dear sir, application submitted for pest control chemical spraying main road kripya dhyan de",health,service_request
pls send team fast fatal accident multiple injured ward 15 jaldi aao pls,roads,emergency
@corporator plz arrange pest control chemical spraying in my society paying heavy taxes for this,health,service_request
"dear sir, arrange malba and construction debris lifting from pavement at laut gate jaldi bhejo team pls ??",solid_waste,service_request
i am formally applying for tree pruning and heavy branch cutting main road jaldi bhejo team pls ??,parks,service_request
hey bmc kaise kare property tax penalty due date kidhar milega form? fast reply needed,revenue,query
Help! glae mein paani bhar gaya hai log doob rahe in bandra danger alert!,disaster_management,emergency
help! massive fire outbreak near transformer right here danger alert!,disaster_management,emergency
Help! current lag raha hai nange taar se right now!! bachao,electricity,emergency
i want to know complaint id req-012 is not resolved yet on portal kuch karo iska,revenue,status_check
Hello Request for new garbge bins provision for our gully nagar thanks in advance. !!!,solid_waste,service_request
Horrible infra street lights totally dead pitch black at mg road signal shameful reality ??,electricity,complaint
Check reference ID 8902 is dikha raha hai open but nobody working why delay? !!! ??,sewerage,status_check
bhai chhat gir gayi log dab gaye at mg road do something quick,disaster_management,emergency
track complaint id 8902 is pending since 3 weeks kuch karo iska,parks,status_check
every single day same painful issue: disgusting neglect gutter floating on streets pure sewage right outside my house door we are paying taxes for what? !!!,sewerage,complaint
@corporator i am formally applying for tree pruning and heavy branch cutting here plz.,parks,service_request
"dear sir/madam, can someone tell me pay property tax online without fine ? anyone? !!! ??",revenue,query
immediate action needed massive fire outbreak near transformer in bandra danger alert! !!! ??,disaster_management,emergency
I am extremely angry sadak pe itne gaddhe hai gaadi chalana muskil in entire IT sector wtf administration,roads,complaint
I want to know reference ID REQ-012 is pending since 3 weeks please reply @corporator ??,revenue,status_check
plz arrange mosquito fogging in entire residential society ward 10 thanks in advance. ??,health,service_request
hello info needed urgently: which department handles potholes website link dena?,roads,query
someone come quick massive fire outbreak near transformer right here do something quick !!! ??,disaster_management,emergency
Hey bmc kaha se find garbge truck daily timing ?,solid_waste,query
bhai glae mein paani bhar gaya hai log doob rahe ward 15 send fire brigade fast !!!,disaster_management,emergency
every single day same painful issue: sick of this paani ki main pipe toot gayi hai drinking water leaks at mg road signal kuch toh sharam karo bmc,water_supply,complaint
hello i need info on apply for death certificate duplicate urgent question!! anyone?,health,query
mera reference id 992a is waiting for 1 month straight @bmc,sewerage,status_check
immediate action needed gas leakage smelling heavily right now!! bachao,disaster_management,emergency
hello kaise kr find garbage truck daily timing urgent question!! fast reply needed,solid_waste,query
track application number req-012 is abhi tak solve nahi kiya kuch karo iska,sewerage,status_check
pls send team fast fatal accident multiple injured in bandra do something quick,roads,emergency
someone come quick fatal accident multiple injured near dadar station jaldi aao pls !!!,roads,emergency
@PMCPune Where can I contact the local ward officer or corporator plz. thanks,revenue,query
massive fire outbreak near transformer at mg road danger alert! !!!,disaster_management,emergency
every single day same painful issue: worst city management drainage clogged dirty smelly water covering road in kalyan east bmc is totally blind,sewerage,complaint
@bmc Horrible infra gutter floating on streets pure sewage right outside my house door bmc is totally blind ??,sewerage,complaint
every single day same painful issue: disgusting neglect drainage clogged dirty smelly water covering road in entire it sector solve it officially ??,sewerage,complaint
mcd plz huge rabid dog attacked kids at mg road ambulance need urjent ??,health,emergency
kya hua complaint no XXXXX is dikha raha hai open but nobody working frustrated citizen !!!,disaster_management,status_check
@mayor worst city management street lights totally dead pitch black in kalyan east plz fix immediately !!!,electricity,complaint
bhai fatal accident multiple injured at mg road send fire brigade fast !!!,roads,emergency
@bmc disgusting neglect huge crater potholes cracking my car suspension in entire it sector do ur goddamn job ??,roads,complaint
kyahai yeh mcd huge crater potholes cracking my car suspension right outside my house door plz fix immediately,roads,complaint
worst city management gutter floating on streets pure sewage in kalyan east bmc is totally blind,sewerage,complaint
reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 kuch toh sharam karo bmc !!!,roads,complaint
hello where can i check ward map zoning restrictions ? anyone?,revenue,query
plz sir status of complaint no 8902 is no reply from officials solve this asapp,disaster_management,status_check
"listen here, sick of this paani ki main pipe toot gayi hai drinking water leaks at mg road signal plz fix immediately",water_supply,complaint
hello can someone tell me pay property tax online without fine plz. fast reply needed,revenue,query
every single day same painful issue: complaint regarding kachra gaadi hasn't come for a week at mg rod signal wtf administration ??,solid_waste,complaint
"Dear Sir/Madam, Can someone tell me renew my commercial trade license kidhar milega form? fast reply needed !!!",revenue,query
someone come quick gas leakage smelling heavily right here ambulance need urjent,disaster_management,emergency
@PMCPune Can someone tell me check ward map zoning restrictions urgent question!! thanks,revenue,query
bhai huge rabid dog attacked kids ward 15 ambulance need urjent,health,emergency
every single day same painful issue: complaint regarding huge crater potholes cracking my car suspension right outside my house door kuch toh sharam karo bmc,roads,complaint
@bmc Worst city management garbage dump overflowing smelling like hell in entire IT sector shameful reality,solid_waste,complaint
"Dear Sir/Madam, How to property tax penalty due date any direct link? anyone? !!!",revenue,query
Track service request SR- 45928 is abhi tak solve nahi kiya @bmc,parks,status_check
we need pest control chemical spraying nagar thanks in advance.,health,service_request
@corporator plz provide mosquito fogging in entire residential society ward 10 thanks in advance.,health,service_request
what is happening with reference id bmc-1929 is no reply from officials plz help,roads,status_check
Track application number 8902 is stuck in processing department please reply @corporator,disaster_management,status_check
URGENT: chhat gir gayi log dab gaye immediately send fire brigade fast,disaster_management,emergency
@bmc Horrible infra illegal massive encroachment on footpaths right outside my house door wtf administration,revenue,complaint
critical current lag raha hai nange taar se at mg road jaldi aao pls,electricity,emergency
every single day same painful issue: kyahai yeh mcd illegal massive encroachment on footpaths in entire it sector bmc is totally blind,revenue,complaint
Update on grievance ticket 8902 is abhi tak solve nahi kiya plz reply @corporator,water_supply,status_check
Help! aag lag gayi hai 3rd floor mein at our residential society kuch karo bhagwan ke liye ??,disaster_management,emergency
"Dear Sir, application submitted for malba and construction debris lifting from pavement in sector 5 jaldi bhejo team pls !!!",solid_waste,service_request
"dear sir, request for mosquito fogging in entire residential society here plz.",health,service_request
hello where can i find garbge truck daily timing website link dena? thanks,solid_waste,query
To ward officer: I am formally applying for mosquito fogging in entire residential society at laut gate kindly do it.,health,service_request
Update on complaint ID 8902 is no reply from officials plz reply @corporator,roads,status_check
Every single day same painful issue: kyahai yeh mcd paani ki main pipe toot gayi hai drinking water leaks in entire IT sector we are paying taxes for what?,water_supply,complaint
pls send team fast live high tension wire snapped and fell ward 15 send fire brigade fast,electricity,emergency
Hello I need info on property tax penalty due date plz tell bro fast reply needed ??,revenue,query
immediate action needed flyover bridge cracking and sinking at mg road ambulance need urjent !!!,roads,emergency
plz sir status of complaint no XXXXX is stuck in processing department solve this asapp,sewerage,status_check
@mayor Reporting total failure of huge crater potholes cracking my car suspension in entire IT sector solve it officially,roads,complaint
kya hua service request SR- REQ-012 is no reply from officials kab hoga finally?,parks,status_check
immediate action needed chhat gir gayi log dab gaye at our residential society do something quick,disaster_management,emergency
to ward officer: arrange pest control chemical spraying main road kindly do it. ??,health,service_request
critical fatal accident multiple injured immediately danger alert!,roads,emergency
pls send team fast fatal accident multiple injured right here jaldi aao pls,roads,emergency
urgent: current lag raha hai nange taar se in bandra do something quick,electricity,emergency
hey bmc what is the procedure to file water tax arrears plz tell bro !!!,water_supply,query
what is happening with complaint no 45928 is dikha raha hai open but nobody working kab hoga finally?,disaster_management,status_check
track complaint id 45928 is stuck in processing department kab hoga finally? ??,roads,status_check
@bmc disgusting neglect zero water supply since 4 straight days in kalyan east plz fix immediately,water_supply,complaint
track reference id 8902 is abhi tak solve nahi kiya kuch karo iska,revenue,status_check
check service request sr- bmc-1929 is nobody from bmc came why delay?,sewerage,status_check
What is the procedure to calculate FSI floor space index for plot plz. anyone? !!!,revenue,query
Every single day same painful issue: Disgusting neglect gutter floating on streets pure sewage in entire IT sector we are paying taxes for what?,sewerage,complaint
pls send team fast severe flooding wter entering living room immediately danger alert! !!!,disaster_management,emergency
Hello Please provide choked sewage tank machine cleaning in sector 5 very urgent request.,sewerage,service_request
i want to know grievance ticket bmc-1929 is not resolved yet on portal frustrated citizen ??,disaster_management,status_check
URGENT: chhat gir gayi log dab gaye near dadar station kuch karo bhagwan ke liye,disaster_management,emergency
please provide pest control chemical spraying ward 10 jaldi bhejo team pls !!!,health,service_request
"listen here, reporting total failure of drainage clogged dirty smelly water covering road in kalyan east solve it officially",sewerage,complaint
mera grievance ticket 45928 is waiting for 1 month straight kuch karo iska,parks,status_check
"dear sir/madam, kaha se pay property tax online without fine help desk number? fast reply needed",revenue,query
Immediate action needed aag lag gayi hai 3rd floor mein ward 15 do something quick !!!,disaster_management,emergency
urgent: glae mein paani bhar gaya hai log doob rahe ward 15 ambulance need urjent,disaster_management,emergency
CRITICAL huge rabid dog attacked kids in bandra kuch karo bhagwan ke liye,health,emergency
we need pest control chemical spraying here please.,health,service_request
kaise kare check ward map zoning restrictions any direct link? thanks,revenue,query
"dear sir/madam, info needed urgently: calculate fsi floor space index for plot any direct link? anyone? ??",revenue,query
Can someone tell me property tax penalty due date kidhar milega form? ??,revenue,query
@mayor horrible infra street lights totally dead pitch black at mg rod signal do your goddamn job,electricity,complaint
immediate action needed fatal accident multiple injured right here send fire brigade fast ??,roads,emergency
Please arrange new garbage bins provision for our gully nagar thanks in advance.,solid_waste,service_request
plz tell service request sr- 8902 is stuck in processing department solve this asapp,solid_waste,status_check
"Listen here, Horrible infra gutter floating on streets pure sewage in entire IT sector wtf administration",sewerage,complaint
@corporator i am formally applying for malba and construction debris lifting from pavement in sector 5 kindly do it.,solid_waste,service_request
i am extremely angry sadak pe itne gaddhe hai gaadi chalana muskil in kalyan east solve it officially ??,roads,complaint
Check reference ID 992A is not resolved yet on portal solve this asapp,disaster_management,status_check
Status of grievance ticket 45928 is stuck in processing department kuch karo iska,revenue,status_check
bhai building collapsed completely malba everywhere ward 15 kuch karo bhagwan ke liye,disaster_management,emergency
Check application number XXXXX is nobody from bmc came kab hoga finally?,electricity,status_check
every single day same painful issue: worst city management street lights totally dead pitch black in kalyan east bmc is totally blind,electricity,complaint
@corporator we need pest control chemical spraying near public park paying heavy taxes for this,health,service_request
Please provide tree pruning and heavy branch cutting nagar kindly do it.,parks,service_request
please provide malba and construction debris lifting from pavement immediately kripya dhyan de,solid_waste,service_request
arrange dead animal carcass pickup here kindly do it.,health,service_request
hello how to calculate fsi floor space index for plot plz.,revenue,query
@mayor disgusting neglect zero water supply since 4 straight days in entire it sector solve it officially,water_supply,complaint
application submitted for tree pruning and heavy branch cutting ward 10 paying heavy taxes for this,parks,service_request
@mayor disgusting neglect huge crater potholes cracking my car suspension right outside my house door shameful reality !!!,roads,complaint
update on application number 45928 is waiting for 1 month straight plz reply @corporator !!!,solid_waste,status_check
